用户id,是否遇到网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,注明内容,网络信号差/没有信号,显示有信号上不了网,上网过程中网络时断时续或时快时慢,手机上网速度慢,其他，请注明.1,注明内容.1,看视频卡顿,打游戏延时大,打开网页或APP图片慢,下载速度慢,手机支付较慢,其他，请注明.2,,爱奇艺,优酷,腾讯视频,芒果TV,搜狐视频,抖音,快手,火山,咪咕视频,学习强国,其他，请注明.3,注明内容.2,全部都卡顿,和平精英,王者荣耀,穿越火线,梦幻西游,龙之谷,梦幻诛仙,欢乐斗地主,部落冲突,炉石传说,阴阳师,其他，请注明.4,注明内容.3,全部游戏都卡顿,微信,手机QQ,淘宝,京东,百度,今日头条,新浪微博,拼多多,学习强国.1,其他，请注明.5,注明内容.4,全部网页或APP都慢,脱网次数,上网质差次数,微信质差次数,是否投诉,性别,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否不限量套餐到达用户
1300,1,1,-1,-1,-1,5,-1,7,-1,,1,-1,3,4,-1,,1,-1,-1,4,5,-1,,-1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,38,0,0,否,女,4G,否,0.0,是,0.0,0.0,86,0,苹果,iPhone X A1865,138.0,86,138.0,186,0.0,8882269,0,否,银卡,否
1301,1,1,-1,-1,-1,5,-1,7,-1,,1,2,3,4,-1,,1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,其他,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,4G,否,0.0,是,0.0,0.0,1615,0,苹果,A2298,173.67,1615,145.62,1331,0.0,22465170,0,否,银卡,否
1302,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,0,否,女,5G,否,0.0,是,0.0,0.0,107,0,苹果,A2408,60.0,107,60.0,79,0.0,31775054,0,是,三星,是
1303,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,1037.92,是,30.3,0.143119266055046,545,78,苹果,A2634,122.8,545,0.0,0,0.229393285966187,39846746,9140576,是,银卡,否
1304,1,1,-1,-1,-1,5,6,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,2795,0,华为,ELS-AN00,439.05,2795,245.0,167,0.0,22512673,0,是,银卡,否
1305,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,151,0,华为,TAS-AL00,35.0,151,35.0,21,0.0,17100403,0,否,二星,否
1306,1,-1,-1,-1,-1,5,-1,-1,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,13,0,0,否,男,5G,否,0.0,是,0.0,0.0,59,0,华为,ELS-AN00,40.0,59,210.0,51,0.0,11326248,0,是,三星,否
1307,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,29,0,0,否,女,5G,否,0.0,是,0.0,0.0,74,0,欧珀,PDYM20,15.3,74,16.95,120,0.0,9710977,0,是,三星,否
1308,1,1,2,-1,-1,5,-1,7,-1,,-1,2,3,4,-1,,-1,-1,3,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,4,-1,6,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,0.0,是,0.0,0.869387755102041,245,213,华为,WLZ-AN00,90.0,245,90.0,193,0.377612103962459,7450651,2813456,是,银卡,否
1309,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,11,0,0,否,女,4G,否,0.0,是,0.0,0.0,15,0,苹果,iPhone 8 Plus A1864,35.48,15,68.72,45,0.0,8096073,0,否,三星,否
1310,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,6,0,0,否,男,5G,否,0.0,是,0.0,0.0,799,0,苹果,A2408,140.0,799,140.0,569,0.134006470356119,6824663,914549,是,银卡,否
1311,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,12,0,0,否,女,4G,否,0.0,是,0.0,0.0,2371,0,华为,NOH-AL10,129.65,2371,100.83,2220,0.0,12108815,0,否,三星,否
1312,1,-1,2,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,,1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,0,0,0,否,女,5G,否,492.64,是,5.0,0.0,20,0,华为,OCE-AN50,34.0,20,30.0,6,0.0,25960616,0,是,准星,否
1313,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,314,0,小米科技,M2104K10AC,37.75,314,53.77,180,0.0,9783573,0,是,二星,否
1314,1,1,2,-1,-1,-1,-1,-1,-1,,1,-1,3,4,-1,,1,-1,3,4,-1,-1,,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,4G,否,0.0,是,0.0,0.0,21,0,苹果,iPhone 6 A1586,70.0,21,70.0,5,0.0,2454415,0,否,二星,否
1315,1,-1,2,-1,-1,5,-1,-1,98,地下车场,1,-1,-1,4,98,这速度和北京的交通一样,1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,204,0,华为,JEF-AN20,21.0,204,21.0,192,0.0,22731817,0,否,一星,否
1316,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,7,0,0,否,女,4G,否,0.0,是,0.0,0.0,520,0,欧珀,PCAT10,301.0,520,301.0,658,0.0,8215375,0,否,白金卡,否
1317,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,10,0,0,否,男,5G,否,196.61,是,30.0,0.0,62,0,华为,TEL_AN10,69.0,62,128.4,125,0.0,6398291,0,是,三星,否
1318,1,1,2,3,4,5,6,7,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,0,否,女,4G,是,45.18,是,10.0,0.0,117,0,苹果,A2644,18.57,117,22.64,45,0.0,1367788,0,否,三星,否
1319,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,63,0,1,否,女,4G,否,0.0,是,0.0,0.0,7,0,苹果,A2404,18.1,7,18.0,31,0.0,3296754,0,否,三星,否
1320,1,1,-1,-1,4,-1,-1,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,26,0,华为,TEL-AN00a,135.0,26,135.0,220,0.0,46934190,0,是,银卡,否
1321,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,7,0,0,否,男,5G,否,0.0,是,0.0,0.0,445,0,华为,NOH-AN00,75.0,445,75.0,423,0.0,3757223,0,是,三星,是
1322,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,10,0,0,否,男,5G,是,0.0,是,0.0,0.0,401,0,华为,TAS-AN00,205.0,401,200.0,3155,0.0,15065826,0,是,银卡,否
1323,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,61,1,1,否,女,4G,否,0.0,是,0.0,0.0,301,0,苹果,A2223,115.0,301,115.0,299,0.0,20119139,0,否,三星,是
1324,1,-1,-1,-1,-1,-1,-1,7,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,0.0,是,0.0,0.0,164,0,华为,ANA-AN00,215.0,164,66.0,171,0.0,2486745,0,是,三星,否
1325,1,1,2,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,24,0,0,否,女,5G,否,0.0,是,0.0,0.0,197,0,苹果,A2644,105.0,197,105.0,281,0.0,18130962,0,是,银卡,是
1326,1,1,2,-1,4,5,-1,7,-1,,1,2,-1,4,-1,,1,2,3,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,-1,-1,6,7,-1,9,-1,,-1,19,0,0,否,女,5G,否,0.0,是,0.0,0.0,440,0,苹果,A2634,90.0,440,90.0,352,0.0,7317329,0,是,银卡,否
1327,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,4G,否,0.0,是,0.0,0.0,399,0,华为,ANA-AN00,58.0,399,58.0,254,0.0,13375123,0,否,三星,否
1328,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,91,0,小米科技,M1912G7BE,111.0,91,111.0,56,0.0,2895364,0,否,银卡,否
1329,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,16,1,1,否,男,5G,否,0.0,是,0.0,0.0,144,0,华为,TAS-AN00,91.47,144,120.3,415,0.0,18133646,0,是,银卡,否
1330,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,3,4,-1,,1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,17,0,0,否,男,5G,否,0.0,是,0.0,0.0,504,0,步步高,V2121A,55.84,504,61.54,337,0.0,13167169,0,是,三星,否
1331,1,1,2,-1,-1,5,-1,7,-1,,1,2,3,4,-1,,1,-1,-1,4,5,-1,,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,21,0,5,否,男,5G,否,0.0,是,0.0,0.0,968,0,苹果,A2644,105.81,968,85.0,441,0.0,9486142,0,是,三星,是
1332,1,-1,-1,-1,-1,5,-1,7,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,4,1,13,否,男,5G,否,0.0,是,0.0,0.0,504,0,步步高,V1950A,150.0,504,123.96,756,0.0,43574185,0,是,银卡,否
1333,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,0.0,是,0.0,0.0,944,0,华为,CDY-AN00,125.0,944,127.67,419,0.0,28296785,0,是,银卡,否
1334,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,4,6,0,否,男,5G,是,0.0,是,0.0,0.0,56,0,小米科技,M2007J17C,68.9,56,98.9,122,0.0,69690886,0,是,三星,否
1335,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,2,否,男,4G,否,0.0,是,0.0,0.0,221,0,华为,VOG-AL10,125.0,221,125.0,372,0.0,29468187,0,否,银卡,否
1336,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,0,否,男,5G,否,0.0,是,0.0,0.0,1176,0,华为,ELS-AN00,100.0,1176,99.7,980,0.0,7647597,0,是,三星,是
1337,1,-1,-1,-1,-1,5,6,7,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,3,否,女,5G,否,0.0,是,0.0,0.207196029776675,806,167,华为,OXF-AN10,60.0,806,87.35,1416,0.420687094572409,13528618,5691315,是,三星,是
1338,1,-1,2,-1,-1,5,-1,-1,-1,,1,-1,-1,4,-1,,1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,视频号,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,4,5,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,4G,否,0.0,是,0.0,0.0,322,0,苹果,iPhone 7 A1660,49.0,322,39.0,317,0.0,5237967,0,否,准星,否
1339,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,3,5,5,否,男,5G,否,0.0,是,0.0,0.0,121,0,欧珀,PEEM00,50.0,121,49.0,56,0.0,27585963,0,是,三星,否
1340,1,-1,-1,-1,-1,-1,-1,7,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,14,1,19,否,男,4G,否,0.0,是,0.0,0.0,42,0,华为,DUB-AL00,37.52,42,35.6,34,8.57221635811188e-08,23331189,2,否,三星,否
1341,1,-1,-1,-1,-1,-1,-1,-1,98,山,1,2,-1,4,-1,,-1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,4,5,-1,-1,-1,-1,-1,,-1,8,0,0,否,男,4G,否,0.0,是,0.0,0.0,414,0,华为,LYA-L29,44.2,414,44.0,383,0.0,6176987,0,否,三星,否
1342,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,2,0,0,否,女,5G,否,0.0,是,0.0,0.0,246,0,华为,NOH-AN00,198.1,246,198.3,373,0.0,91220879,0,是,银卡,否
1343,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,38,0,0,否,女,4G,否,0.0,是,0.0,0.0,122,0,苹果,A2108,130.0,122,130.0,187,0.0,54964544,0,否,银卡,是
1344,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,2,0,0,否,男,4G,否,0.0,是,0.0,0.0,192,0,苹果,iPhone X A1865,60.75,192,52.25,220,0.0,47053605,0,否,三星,否
1345,1,1,-1,-1,-1,5,-1,-1,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,21,0,0,否,女,5G,否,0.0,是,0.0,0.0,47,0,苹果,A2408,18.0,47,28.0,77,0.0,3262137,0,是,三星,否
1346,1,-1,-1,-1,-1,5,-1,7,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.620253164556962,79,49,华为,ELS-AN00,128.0,79,128.0,229,0.40614869544555,7503673,3047607,是,银卡,否
1347,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,2,0,0,否,男,4G,否,0.0,是,0.0,0.0,116,0,苹果,iPhone 7Plus A1661,25.0,116,25.0,78,0.0,4456605,0,否,三星,否
1348,1,1,-1,-1,-1,5,-1,-1,-1,,1,2,3,4,-1,,1,2,-1,4,5,-1,,1,-1,3,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,254,0,苹果,A2404,80.0,254,80.0,460,0.0,26088368,0,是,三星,是
1349,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,2,0,0,否,男,4G,否,0.0,是,0.0,0.0,378,0,华为,SPN-AL00,120.2,378,120.0,365,0.0,18007515,0,否,银卡,否
1350,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,12,0,0,否,男,5G,否,0.0,是,0.0,0.0,232,0,华为,ANA-AN00,90.0,232,90.0,212,8.67915968854746e-07,33413373,29,是,三星,是
1351,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,,-1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,-1,-1,-1,-1,9,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,82,0,华为,DVC-AN20,118.0,82,118.0,161,0.0,1699439,0,是,银卡,是
1352,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,3,0,0,否,男,5G,否,0.0,是,0.0,0.0,97,0,华为,JLH-AN00,54.9,97,46.9,60,0.0,92213801,0,是,三星,否
1353,1,1,-1,-1,-1,5,6,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,4,0,2,否,女,4G,否,0.0,是,0.0,0.0,169,0,苹果,iPhone 8 Plus A1864,49.0,169,49.0,106,0.0,5597009,0,否,三星,否
