用户,手机上网整体满意度,网络覆盖与信号强度,手机上网速度,手机上网稳定性,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,场景备注数据,网络信号差/没有信号,显示有信号上不了网,上网过程中网络时断时续或时快时慢,手机上网速度慢,其他，请注明.1,现象备注数据,看视频卡顿,打游戏延时大,打开网页或APP图片慢,下载速度慢,手机支付较慢,其他，请注明.2,APP大类备注,爱奇艺,优酷,腾讯视频,芒果TV,搜狐视频,抖音,快手,火山,咪咕视频,其他，请注明.3,APP小类视频备注,全部都卡顿,和平精英,王者荣耀,穿越火线,梦幻西游,龙之谷,梦幻诛仙,欢乐斗地主,部落冲突,炉石传说,阴阳师,其他，请注明.4,APP小类游戏备注,全部游戏都卡顿,微信,手机QQ,淘宝,京东,百度,今日头条,新浪微博,拼多多,其他，请注明.5,APP小类上网备注,全部网页或APP都慢,上网质差次数,脱网次数,重定向次数,2G驻留时长,微信质差次数,王者荣耀质差次数,高单价超套客户（集团）,高频高额超套客户（集团）,套外流量（MB）,套外流量费（元）,是否全月漫游用户,是否不限量套餐到达用户,年龄,性别,王者荣耀使用次数,游戏类APP使用天数,游戏类APP使用次数,王者荣耀使用天数,游戏类APP使用流量,抖音使用流量（MB）,今日头条使用流量,快手使用流量,优酷视频使用流量,腾讯视频使用流量,小视频系APP流量,阿里系APP流量,网易系APP流量,腾讯系APP流量,王者荣耀APP使用流量,蜻蜓FMAPP使用流量,饿了么使用流量,美团外卖使用流量,天猫使用流量,大众点评使用流量,滴滴出行使用流量,通信类应用流量,游戏类应用流量,网页类应用流量,音乐类应用流量,视频类应用流量,邮箱类应用流量,终端类型,操作系统,终端制式,终端品牌,终端品牌类型,是否5G网络客户,当月GPRS资源使用量（GB）,是否校园套餐用户,校园卡无校园合约用户,校园卡校园合约捆绑用户,当月高频通信分公司,畅享套餐档位,畅享套餐名称,主套餐档位,当月MOU,近3个月平均消费（剔除通信账户支付）,近3个月平均消费（元）,本年累计消费（元）,码号资源-激活时间,码号资源-发卡时间,客户星级标识
用户6294,5,6,6,1,1,-1,-1,-1,-1,6,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,14.0,6171.0,,1.0,否,否,0.0,0.0,否,否,25,女,138.0,7.0,281.0,7.0,31106.0,10981.63,168638.0,33693.0,2968.0,171916.0,11015,1847,0,284,25,0,2,0,1337,14,10,1335,30,703,4,12187,0,手机,Android 10,5G终端,欧珀,PCRM00,是,25.4319,否,否,否,城区二分公司,19,畅享套餐19档-语音19流量0,19,109,60.99,60.99,241.08,2015-09-04,2015-09-04,一星
用户6295,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,52,男,0.0,1.0,110.0,0.0,14582.0,5.53,71057.0,22443.0,168.0,134.0,27,96,0,29,0,0,0,0,68,0,0,449,14,185,2,95,0,手机,Android 7.0,4G终端,华为,MHA-AL00,否,36.7934,否,否,否,延庆分公司,0,0,59,0,0.0,0.0,0.0,2021-05-26,2021-02-07,二星
用户6296,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,2.0,6.0,361.0,2733020.0,,,否,是,0.0,0.0,否,否,49,男,0.0,6.0,14.0,0.0,3.0,0.0,30.0,0.0,4.0,81.0,0,0,0,11,0,0,0,0,0,0,0,27,0,118,0,36,0,手机,Android 10,5G终端,欧珀,PDYT20,是,34.271,否,否,否,城区三分公司,29,畅享套餐29档-语音29流量0,29,252,125.36,125.36,457.35,2013-11-10,2013-11-08,三星
用户6297,9,9,9,9,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,,-1,-1,-1,-1,-1,98,啥都卡,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,31,性别不详,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,21.0,2960.0,0,110,0,10,0,0,0,0,53,2,31,99,0,89,0,3,0,手机,Android10,5G终端,华为,ANA-AN00,是,4.6748,是,否,是,城区二分公司,0,0,49,156,54.33,54.33,184.0,2016-07-25,2016-07-24,二星
用户6298,8,8,8,7,-1,-1,-1,-1,-1,6,-1,-1,,-1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,31,男,,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,手机,Android 8.1.0,4G终端,华为,JSN-AL00,否,8.1914,否,否,否,不详,0,0,11,2,31.0,31.0,124.0,2011-10-08,2011-05-31,三星
用户6299,9,8,9,9,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,是,否,42,男,,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,手机,Android 9,4G终端,华为,LRA-AL00,否,42.8644,否,否,否,不详,69,畅享套餐69档-语音69流量0,69,977,157.97,157.97,540.35,2011-01-21,2011-01-20,三星
用户6300,10,10,10,10,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,84,女,0.0,0.0,0.0,0.0,0.0,0.0,17410.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,手机,Android,5G终端,小米科技,M2104K10AC,是,0.2469,否,否,否,城区三分公司,0,0,10,15,20.2,20.2,104.75,2014-12-17,2014-08-26,二星
用户6301,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,是,否,32,女,,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,手机,Android 10,5G终端,欧珀,PDEM30,是,8.672,否,否,否,不详,0,0,8,295,25.42,25.42,100.25,2016-08-06,2016-06-22,二星
用户6302,9,10,9,9,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,31,女,0.0,1.0,5.0,0.0,1.0,0.22,73549.0,910185.0,118.0,32715.0,889,232,0,967,0,0,2,0,169,4,0,417,0,262,13,2712,0,手机,Android 10,5G终端,华为,JEF-AN20,否,1.1953,否,否,否,顺义分公司,0,0,18,78,20.0,20.0,80.0,2020-03-18,2019-10-29,一星
用户6303,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,71,男,0.0,0.0,0.0,0.0,0.0,0.03,45581.0,0.0,18.0,1439286.0,0,0,0,1415,0,0,0,0,0,0,0,448,0,97,75,1564,0,手机,Android 8.1.0,4G终端,华为,JKM-AL00b,否,7.4031,否,否,否,城区三分公司,0,0,10,63,31.06,31.06,123.33,2011-01-13,2011-01-08,三星
用户6304,5,10,5,1,1,-1,-1,4,-1,-1,-1,-1,,1,2,3,4,-1,,1,2,-1,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,王者荣耀,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1.0,,3.0,46.0,1.0,12.0,是,否,231.57,48.0,否,否,36,女,7321.0,7.0,9044.0,28.0,2495964.0,35728.85,100345.0,10236.0,43.0,281088.0,35739,8,422,1539,1231,0,0,0,6,0,0,1284,2437,342,531,36082,0,手机,iOS 12.0,4G终端,苹果,A2223,否,30.0,否,否,否,房山分公司,0,0,18,29,59.63,59.63,267.12,2020-04-10,2020-03-12,一星
用户6305,8,7,7,8,-1,-1,-1,-1,5,-1,-1,-1,,-1,2,3,4,-1,,-1,-1,-1,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,36,女,0.0,1.0,2.0,0.0,0.0,1.42,747088.0,0.0,0.0,473.0,1,17,0,66,0,0,0,0,1,0,0,294,0,803,0,44,0,手机,,4G终端,小米科技,M2006C3LC,否,5.286,否,否,否,密云分公司,0,0,8,44,18.42,18.42,73.25,2012-04-05,2012-04-05,三星
用户6306,8,7,7,9,1,-1,-1,-1,5,-1,-1,98,电梯,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,3.0,,否,否,0.0,0.0,否,否,49,男,0.0,9.0,780.0,0.0,319.0,3194.3,60442.0,2813.0,1166789.0,56622.0,3197,672,9,73,0,0,0,0,390,0,0,534,0,532,72,8733,0,手机,iOS 11.4.1,4G终端,苹果,A2217,否,7.0411,否,否,否,城区三分公司,0,0,18,57,29.0,29.0,126.0,2018-03-04,2018-03-04,二星
用户6307,8,5,6,6,1,-1,-1,-1,5,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,2.0,46.0,,,否,否,0.0,0.0,否,否,45,女,0.0,1.0,3.0,0.0,4.0,85.39,12526.0,2366500.0,23.0,882581.0,2396,70,12,3236,0,0,0,0,19,0,0,778,0,342,1194,3787,0,手机,Android 8.1.0,4G终端,欧珀,PACM00,否,9.7072,否,否,否,通州分公司,9,畅享套餐9档-语音9流量0,9,59,24.97,24.97,158.2,2015-03-10,2015-02-27,二星
用户6308,4,4,4,2,-1,2,-1,-1,5,-1,7,-1,,-1,2,-1,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,,,40.0,95235.0,2.0,,否,否,0.0,0.0,否,是,26,性别不详,6.0,9.0,1120.0,1.0,581.0,0.0,517145.0,118917.0,84511.0,11342.0,116,433,0,286,0,0,0,0,225,1,61,613,1,1037,223,353,0,手机,iOS 12.0,4G终端,苹果,A2104,否,17.4636,否,否,否,城区一分公司,128,畅享套餐128档-语音28流量不限量100,128,63,98.0,98.0,392.0,2017-03-26,2017-01-04,三星
用户6309,10,10,10,10,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,,-1,-1,-1,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,65,男,0.0,0.0,0.0,0.0,0.0,2.25,14661.0,0.0,63.0,639262.0,2,53,0,625,0,0,0,0,35,0,0,288,0,34,22,668,0,手机,Android10,5G终端,华为,ELS-AN10,是,25.1216,否,否,否,城区三分公司,28,畅享套餐28档-语音28流量0,28,10,76.0,76.0,304.0,2011-02-22,2011-02-22,三星
用户6310,7,8,5,6,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,-1,-1,98,月中流量还有一半，上网速度就慢了,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,2.0,16.0,,,否,否,0.0,0.0,否,否,56,男,0.0,2.0,25.0,0.0,213.0,1067.66,50586.0,13187848.0,35.0,86268.0,13946,40,0,13164,0,0,0,0,23,0,0,263,0,213,600,15554,0,手机,,4G终端,小米科技,HMNote8ProM1906G7E,否,32.5756,否,否,否,城区二分公司,0,0,5,113,47.95,47.95,196.59,2012-05-29,2012-05-29,三星
用户6311,6,8,8,9,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,15.75,4.06,否,否,37,男,0.0,4.0,27.0,0.0,32.0,11.59,416986.0,6301.0,58.0,2.0,18,52,0,33,0,0,0,0,10,12,0,127,0,647,0,39,0,手机,Android 9,4G终端,华为,STK-TL00,否,3.0195,否,否,否,城区一分公司,0,0,8,31,9.35,9.35,46.06,2012-04-15,2012-04-15,二星
用户6312,8,6,7,9,1,-1,-1,4,5,-1,-1,-1,,1,2,3,4,-1,,1,-1,3,4,-1,-1,,-1,-1,3,-1,-1,6,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,-1,5,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,76,性别不详,0.0,0.0,0.0,0.0,0.0,1.67,86081.0,203528.0,7.0,301741.0,200,16,0,498,0,0,0,0,7,2,0,1067,0,251,2,507,0,手机,Android 9,4G终端,步步高,V1928A,否,6.8119,否,否,否,昌平分公司,0,0,128,79,178.17,178.17,712.5,2011-02-16,2011-01-30,银卡
用户6313,10,10,10,10,1,-1,-1,-1,-1,-1,7,-1,,1,2,3,4,-1,,-1,-1,-1,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,33,女,0.0,0.0,0.0,0.0,0.0,62.6,40881.0,0.0,269.0,6027.0,63,375,0,6,0,0,0,0,212,0,11,129,0,208,176,121,0,手机,iOS 12.0,4G终端,苹果,A2223,否,4.3371,否,否,否,城区三分公司,0,0,5,20,20.83,20.83,83.58,2011-02-08,2011-01-28,三星
用户6314,7,6,6,5,1,-1,-1,-1,5,-1,7,-1,,1,-1,3,4,-1,,-1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,5,6,7,-1,-1,,-1,,,10.0,2225.0,,,否,否,0.0,0.0,否,是,45,男,0.0,0.0,0.0,0.0,0.0,0.0,1914.0,876.0,16.0,118667.0,1,2838,0,123,0,0,0,0,1215,2,0,372,0,56,0,309,0,手机,Android 10,5G终端,华为,TAS-AN00,是,5.1979,否,否,否,城区二分公司,99,畅享套餐99档-语音19流量不限量80,99,149,69.03,69.03,278.76,2019-08-02,2019-08-03,二星
用户6315,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,25,男,0.0,1.0,2.0,0.0,0.0,1017.36,7643.0,0.0,0.0,2.0,1017,4,0,0,0,0,0,0,4,0,0,3,0,13,40,1310,0,手机,,5G终端,小米科技,21091116AC,是,17.0885,否,否,否,城区一分公司,0,0,198,350,208.53,208.53,886.28,2019-12-22,2019-12-22,银卡
用户6316,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,50,男,0.0,0.0,0.0,0.0,0.0,4154.3,269626.0,5.0,15.0,220073.0,4154,190,1,262,0,0,0,0,97,0,2,230,0,402,0,4435,0,手机,Android 9,4G终端,欧珀,PCHM10,否,8.8826,否,否,否,城区二分公司,9,畅享套餐9档-语音9流量0,9,42,29.06,29.06,116.19,2011-02-22,2011-02-21,三星
用户6317,10,10,10,10,-1,-1,-1,-1,5,-1,7,-1,,1,2,3,4,-1,,-1,-1,3,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,2,-1,-1,-1,6,-1,-1,-1,,-1,9.0,33.0,31.0,395.0,,,是,否,85.37,20.0,否,否,40,女,0.0,2.0,28.0,0.0,15146.0,2.44,1489838.0,181.0,13.0,121775.0,3,146,0,151,0,0,0,0,82,8,0,952,15,1576,31,165,0,手机,,4G终端,小米科技,M2006C3LC,否,15.2952,否,否,否,通州分公司,69,畅享套餐69档-语音19流量50,69,199,63.07,63.07,244.2,2013-04-14,2013-04-14,三星
用户6318,8,7,6,8,-1,-1,-1,-1,5,-1,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,5.0,126.0,,,否,否,0.0,0.0,否,否,29,男,0.0,3.0,142.0,0.0,25379.0,3.16,4252.0,2806.0,893.0,3359.0,6,19,0,58,0,0,0,0,11,0,0,131,25,142,0,807,0,手机,,4G终端,欧珀,PDAM10,否,0.4512,否,否,否,城区二分公司,28,畅享套餐28档-语音28流量0,28,50,29.0,29.0,116.0,2013-10-01,2013-10-01,二星
用户6319,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,38,男,0.0,1.0,3.0,0.0,5.0,1.05,1598270.0,1049586.0,164.0,15378.0,1026,1409,0,1118,0,0,0,0,1240,0,0,214,0,1768,52,1576,0,手机,Android 10,5G终端,小米科技,M2001J11C,是,66.0305,是,否,是,顺义分公司,0,0,49,33,21.0,21.0,84.0,2019-08-18,2019-08-03,二星
用户6320,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,是,否,50,男,,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,手机,,5G终端,欧珀,PEHT00,是,11.365,是,否,是,不详,0,0,49,131,21.0,21.0,84.0,2019-08-02,2019-08-03,一星
用户6321,10,10,10,9,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,45,男,0.0,6.0,28.0,0.0,33.0,0.0,24633.0,7018344.0,359.0,1811.0,6854,76,0,6894,0,0,0,0,64,0,0,233,0,498,3265,8240,0,手机,Android 9,4G终端,欧珀,PCHM10,否,21.6172,否,否,否,房山分公司,0,0,5,27,25.8,25.8,103.9,2011-01-10,2011-01-10,三星
用户6322,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,63,男,0.0,1.0,11.0,0.0,278.0,0.01,1249.0,755563.0,12.0,156590.0,738,8,0,1025,0,0,0,0,6,0,0,213,0,80,144,1186,0,手机,Android 10,5G终端,小米科技,M2001G7AE,是,7.622,否,否,否,怀柔分公司,0,0,8,110,20.0,20.0,87.25,2011-01-24,2011-01-13,三星
用户6323,5,4,4,4,1,2,-1,-1,5,-1,-1,-1,,1,-1,3,4,-1,,-1,2,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,866.0,4837529.0,1.0,1.0,否,否,0.0,0.0,否,否,29,女,0.0,2.0,203.0,0.0,21978.0,2915.53,62362.0,6413.0,8513.0,117727.0,2922,233,0,180,0,6,0,0,155,10,38,907,21,448,138,3203,0,手机,iOS 14.0,5G终端,苹果,A2404,是,18.8151,否,否,否,城区一分公司,0,0,128,284,101.75,101.75,406.55,2016-07-13,2015-10-28,银卡
用户6324,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,是,是,126.66,30.0,否,否,35,性别不详,0.0,4.0,45.0,0.0,38.0,64155.56,369162.0,0.0,0.0,915039.0,64156,119,0,1634,0,0,0,0,10,0,0,777,0,645,662,75801,0,手机,iOS 12.0,4G终端,苹果,A2223,否,75.8934,否,否,否,城区一分公司,0,0,5,30,180.22,180.22,647.27,2013-04-14,2013-03-07,三星
用户6325,1,1,1,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,3,4,-1,,1,-1,-1,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,10.0,37.0,65974.0,4.0,,否,否,0.0,0.0,否,否,26,女,0.0,15.0,2302.0,0.0,8474.0,11026.93,53448.0,0.0,18.0,126162.0,11027,190,0,169,0,0,0,0,152,5,37,398,8,163,37,11990,0,手机,iOS 14.0,5G终端,苹果,A2408,否,25.4366,否,否,否,延庆分公司,0,0,5,69,36.64,36.64,149.41,2011-01-29,2011-01-17,三星
用户6326,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1.0,,118.0,870901.0,,,否,否,0.0,0.0,否,否,32,男,11.0,6.0,172.0,6.0,43526.0,67.72,25207.0,49447724.0,127175.0,2287073.0,48357,824,0,50638,0,0,0,0,93,19,2,2446,43,5496,676,61066,3,手机,,5G终端,步步高,V2049A,是,174.0458,否,否,否,城区二分公司,0,0,598,63,475.0,475.0,1960.0,2013-06-04,2012-09-25,钻石卡
用户6327,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,36,男,0.0,5.0,21.0,0.0,3.0,83.55,94136.0,1315944.0,634.0,139.0,1369,108,0,1317,0,0,0,0,26,2,0,152,0,129,50,1461,0,手机,Android10,5G终端,华为,EBG-AN00,是,7.9972,否,否,否,通州分公司,9,畅享套餐9档-语音9流量0,9,144,33.85,33.85,140.9,2012-01-10,2012-01-06,三星
用户6328,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,44,男,0.0,0.0,0.0,0.0,0.0,0.0,2568.0,0.0,30413.0,18828.0,0,740,0,19,0,0,0,0,654,0,0,36,0,154,115,625,0,手机,Android10,5G终端,华为,ANA-AN00,否,2.426,否,否,否,大兴分公司,0,0,18,231,69.0,69.0,338.0,2015-06-18,2015-06-05,三星
