用户id,语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,用户描述,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,用户描述.1,脱网次数,mos质差次数,未接通掉话次数,重定向次数,重定向驻留时长,家宽投诉,资费投诉,4\5G用户,语音方式,是否关怀用户,是否去过营业厅,ARPU（家庭宽带）,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,是否实名登记用户,客户星级标识,当月欠费金额,前第3个月欠费金额
4636,5,3,3,3,1,1,2,-1,-1,-1,-1,-1,-1,,1,-1,3,4,-1,6,-1,,0,0,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,1.16,0.0,152,0,苹果,A2408,11.16,152,0.0,176,0.0,66347,0,否,否,三星,0.0,0.0
4637,2,1,3,1,1,-1,2,-1,-1,-1,-1,-1,-1,,1,2,3,4,-1,-1,-1,,0,0,0,,,0,0,2G,GSM,,,0.0,0.0,否,0.0,0.0,161,0,华为,MAR-AL00,28.6,161,0.0,148,0.0,54594,0,否,否,三星,0.0,0.0
4638,8,7,9,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,6,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,181,0,华为,ART-AL00x,58.1,181,0.0,175,0.0,17335803,0,否,是,三星,0.0,0.0
4639,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,26,0,0,,,0,0,4G,CSFB,,是,0.0,166.61,是,5.0,0.0,420,0,华为,ASK-AL00x,65.4,420,0.0,237,0.0,35148175,0,否,是,二星,0.0,0.0
4640,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,6,1,,,0,0,4G,VOLTE,是,,0.0,0.0,是,0.0,0.0,181,0,苹果,iPhone 8 Plus A1864,69.0,181,0.0,1117,0.0,31352804,0,否,否,三星,0.0,0.0
4641,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,79,0,苹果,A2217,36.0,79,0.0,83,0.0,924343,0,否,否,三星,0.0,0.0
4642,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,3,3,203.0,9051.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,492,0,华为,NOH-AN00,90.0,492,0.0,423,0.0,5021043,0,是,否,三星,0.0,0.0
4643,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,是,,0.0,0.0,是,0.0,0.0,44,0,苹果,A2100,80.0,44,0.0,186,0.0,10201045,0,否,否,三星,0.0,0.0
4644,8,8,8,8,1,1,-1,-1,4,5,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,6,4,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,924,0,苹果,iPhone 7Plus A1661,43.75,924,0.0,442,0.0,19900125,0,否,否,三星,0.0,0.0
4645,7,7,6,6,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,5,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,77,0,小米科技,M1912G7BE,30.0,77,0.0,83,0.0,24067416,0,否,否,三星,0.0,0.0
4646,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,391,0,华为,ALP-AL00,49.0,391,0.0,329,0.0,4717222,0,否,否,三星,0.0,0.0
4647,8,8,8,8,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,11,1,,,1,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,551,0,苹果,iPhone 7Plus A1661,81.79,551,0.0,178,0.0,15004035,0,否,否,三星,0.0,0.0
4648,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,6,0,,,0,0,5G,EPSFB,是,,0.0,0.0,是,0.0,0.0,396,0,欧珀,PEHM00,38.0,396,0.0,411,0.0,4401717,0,是,否,三星,0.0,0.0
4649,1,1,1,1,1,1,2,3,4,-1,6,-1,-1,,1,2,3,4,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,557,0,苹果,iPhone 7Plus A1661,0.0,557,0.0,565,0.0,57532705,0,否,是,银卡,0.0,0.0
4650,9,6,8,7,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,是,,0.0,0.0,是,0.0,0.0,182,0,欧珀,PCNM00,9.57,182,0.0,83,0.0,2252872,0,否,否,二星,0.0,0.0
4651,10,10,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,812,0,华为,HMA-AL00,11.0,812,0.0,506,0.0,20050531,0,否,否,一星,0.0,0.0
4652,8,6,8,6,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,0,3,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,355,0,苹果,A2223,99.0,355,0.0,243,0.0,7172934,0,否,否,银卡,0.0,0.0
4653,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,14,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,309,0,华为,TAS-AN00,75.0,309,0.0,494,0.0,31879140,0,是,否,三星,0.0,0.0
4654,10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,0,0,0,,,0,0,2G,GSM,,,0.0,0.0,否,0.0,0.0,162,0,华为,JSN-AL00a,18.0,162,0.0,220,0.0,456,0,否,否,三星,0.0,0.0
4655,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,7,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,115,0,欧珀,PBEM00,0.0,115,0.0,61,0.0,47488,0,否,否,三星,0.0,0.0
4656,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,5,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,221,0,苹果,iPhone X A1865,10.0,221,0.0,370,0.0,10794510,0,否,否,三星,0.0,0.0
4657,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,5,0,535.0,19740.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,449,0,苹果,A2404,88.0,449,0.0,340,0.0,19621929,0,是,否,三星,0.0,0.0
4658,10,8,10,10,1,1,-1,-1,-1,-1,-1,7,-1,,-1,-1,-1,4,5,-1,-1,,0,8,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,373,0,华为,WKG-AN00,76.87,373,0.0,1439,0.0,14502665,0,否,否,三星,0.0,0.0
4659,10,10,10,10,1,-1,-1,-1,-1,5,-1,7,-1,,-1,-1,-1,4,-1,6,-1,,0,16,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,678,0,小米科技,M1901F7BE,70.0,678,0.0,581,0.0,6800482,0,否,否,三星,0.0,0.0
4660,10,9,9,10,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,0,0,1,169.0,3606.0,0,0,5G,EPSFB,,是,0.0,0.0,是,108.0,0.0,975,0,华为,CDY-TN00,292.1,975,0.0,323,0.0,80554808,0,是,否,银卡,0.0,0.0
4661,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,7,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,46,0,华为,LIO-AN00,35.6,46,0.0,71,0.0,1099344,0,否,否,三星,0.0,0.0
4662,9,9,9,9,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,6,1,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,170,0,华为,EML-AL00,9.0,170,0.0,171,0.0,9607100,0,否,否,三星,0.0,0.0
4663,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,0.0,118,0,华为,HMA-AL00,28.0,118,0.0,275,0.0,12080828,0,否,否,三星,0.0,0.0
4664,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,8,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,261,0,华为,STK-AL00,45.0,261,0.0,198,0.0,23216350,0,否,是,二星,0.0,0.0
4665,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,60,0,华为,PPA-AL20,88.9,60,0.0,131,0.0,4245543,0,否,否,三星,0.0,0.0
4666,3,3,3,5,1,1,2,-1,-1,-1,-1,7,-1,,-1,-1,-1,4,-1,6,-1,,0,0,0,,,0,0,2G,GSM,,是,0.0,0.0,否,0.0,0.0,24,0,华为,MHA-AL00,58.0,24,0.0,138,0.0,0,0,否,否,三星,50.76,46.8
4667,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,32,8,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,858,0,苹果,A2412,104.2,858,0.0,1088,0.0,6236770,0,否,否,三星,0.0,0.0
4668,9,9,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,17,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,259,0,华为,LIO-AN00,58.0,259,0.0,739,0.0,6914630,0,否,否,二星,0.0,0.0
4669,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,360.0,是,90.0,0.0,497,0,华为,HMA-AL00,182.6,497,0.0,654,0.0,186299868,0,否,否,银卡,0.0,0.0
4670,10,8,8,8,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,0,1,1,255.0,15948.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,432,0,华为,LIO-AN00,85.0,432,0.0,631,0.0,14721141,0,是,否,三星,0.0,0.0
4671,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,67,0,华为,NOH-AN00,39.57,67,0.0,86,0.0,3267524,0,是,否,三星,0.0,0.0
4672,9,10,9,10,1,-1,-1,-1,-1,-1,-1,7,-1,,1,-1,-1,-1,-1,-1,-1,,6,1,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,310,0,苹果,iPhone X A1865,58.0,310,0.0,340,0.0,21794146,0,否,否,三星,0.0,0.0
4673,9,9,9,8,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,,,0,0,4G,VOLTE,是,,0.0,0.0,是,0.0,0.0,492,0,欧珀,OPPO R11,24.33,492,0.0,292,0.0,7546595,0,否,否,三星,0.0,0.0
4674,10,10,10,10,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,3,-1,-1,-1,-1,,6,10,2,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,150,0,苹果,iPhone X A1865,69.0,150,0.0,219,0.0,29902514,0,否,否,三星,0.0,0.0
4675,9,8,8,9,1,-1,2,-1,-1,5,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,0,8,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,792,0,华为,NOP-AN00,56.0,792,0.0,693,0.0,10432526,0,否,否,二星,0.0,0.0
4676,8,8,6,6,1,1,2,-1,-1,5,-1,-1,-1,,1,-1,-1,4,-1,-1,-1,,6,9,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,436,0,华为,PCT-AL10,36.3,436,0.0,333,0.0,284593,0,否,否,三星,0.0,1.39
4677,10,10,10,9,1,-1,-1,-1,-1,-1,-1,-1,98,桥下,-1,-1,3,-1,-1,-1,-1,,6,10,4,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,535,0,苹果,iPhone 8 A1863,142.0,535,0.0,522,0.0,11642151,0,否,否,银卡,0.0,0.0
4678,1,1,1,1,1,1,-1,-1,-1,5,-1,7,-1,,1,-1,3,4,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,15.0,0.0,54,0,华为,SEA-AL10,40.0,54,0.0,307,0.0,52797476,0,否,是,一星,0.0,0.0
4679,7,4,5,5,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,0,0,0,55.0,1060.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,241,0,华为,JEF-TN00,15.0,241,0.0,156,0.0,2295767,0,是,否,三星,0.0,0.0
4680,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,6,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,133,0,华为,BLA-AL00,88.0,133,0.0,169,0.0,4634807,0,否,否,三星,0.0,0.0
4681,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,314,0,华为,JSN-AL00a,150.0,314,0.0,289,0.0,11933046,0,否,否,三星,0.0,0.0
4682,8,8,8,8,1,1,-1,-1,-1,5,-1,-1,-1,,1,2,3,4,-1,6,-1,,0,0,0,150.0,3900.0,0,0,5G,EPSFB,,是,0.0,113.02,是,13.19,0.0,59,0,华为,CDY-AN90,92.19,59,0.0,153,0.0,17029490,0,是,否,银卡,0.0,0.0
4683,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,18,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,452,0,华为,AQM-AL10,29.1,452,0.0,285,0.0,8416036,0,否,否,三星,0.0,0.0
4684,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,201,0,华为,MOA-AL20,30.5,201,0.0,138,0.0,1559629,0,否,否,三星,0.0,0.0
4685,10,9,10,10,1,1,2,-1,-1,-1,6,7,-1,,1,2,3,4,-1,6,-1,,0,0,1,168.0,3896.0,0,0,5G,EPSFB,,,9.0,0.0,是,5.0,0.0,335,0,华为,ELS-AN00,152.0,335,9.0,287,0.0,32497684,0,是,否,银卡,0.0,0.0
4686,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,3,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,54,0,华为,HLK-AL00,74.9,54,0.0,157,0.0,90852933,0,否,否,三星,0.0,0.0
4687,5,5,5,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,36.55,是,10.0,0.0,301,0,华为,HMA-AL00,44.19,301,0.0,180,0.0,4328901,0,否,是,二星,0.0,0.0
4688,8,8,8,6,1,-1,-1,-1,-1,5,-1,7,-1,,1,-1,-1,4,-1,-1,-1,,0,3,0,,,0,0,5G,EPSFB,是,,0.0,0.0,是,0.0,0.0,190,0,realme,RMX3115,43.51,190,0.0,177,0.0,6558225,0,是,否,三星,0.0,0.0
4689,9,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,57.0,1311.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,793,0,苹果,A2400,208.0,793,0.0,973,0.0,21405084,0,是,否,银卡,0.0,0.0
4690,1,1,1,1,1,1,-1,-1,4,-1,-1,-1,-1,,1,-1,-1,-1,-1,6,98,最次的信号，非常次的。,0,0,0,41.0,983.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,655,0,华为,LIO-AN00,163.0,655,0.0,1268,0.0,6169025,0,是,否,银卡,0.0,0.0
4691,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,150.0,5250.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,497,0,华为,ANA-AN00,127.0,497,0.0,837,0.0,39529432,0,是,否,银卡,0.0,0.0
4692,4,4,4,4,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,0,0,0,,,0,0,2G,GSM,,,0.0,0.0,否,0.0,0.0,126,0,苹果,iPhone 7 A1660,18.45,126,0.0,146,0.0,0,0,否,否,三星,0.0,0.0
4693,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,3,4,25.0,600.0,0,0,5G,EPSFB,是,,0.0,0.0,是,0.0,0.0,663,0,华为,OXF-AN00,88.0,663,0.0,723,0.0,75262439,0,是,否,银卡,0.0,0.0
4694,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,1,,,0,0,4G,VOLTE,是,,0.0,0.0,是,0.0,0.0,182,0,步步高,V1901A,50.0,182,0.0,293,0.0,49535332,0,否,否,三星,0.0,0.0
4695,10,10,10,10,1,-1,2,-1,-1,5,-1,7,-1,,1,-1,-1,-1,-1,-1,-1,,0,2,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,222,0,苹果,A2298,110.14,222,0.0,294,0.0,34010925,0,否,否,三星,0.0,0.0
4696,10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,-1,-1,-1,-1,98,有时挂不了电话,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,131,0,华为,DVC-AN20,7.0,131,0.0,117,0.0,1086835,0,是,否,二星,0.0,0.0
4697,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,19.66,是,5.22,0.0,60,0,华为,BND-AL10,23.22,60,0.0,154,0.0,267501,0,否,否,二星,0.0,0.0
4698,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,451,0,华为,YAL-AL10,10.0,451,0.0,424,0.0,148871,0,否,否,三星,0.0,0.0
4699,9,9,9,9,1,-1,2,-1,-1,-1,-1,7,-1,,-1,-1,-1,4,-1,6,-1,,0,1,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,257,0,华为,JKM-TL00,89.0,257,0.0,250,0.0,8230737,0,否,否,三星,44.35,0.0
4700,1,1,1,1,1,1,2,3,4,5,6,7,-1,,1,2,3,4,5,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,502,0,华为,ELS-AN00,129.0,502,0.0,608,0.0,15734462,0,否,否,三星,0.0,0.0
4701,9,10,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,11,0,0,,,0,0,4G,CSFB,,是,0.0,42.63,是,10.0,0.0,606,0,步步高,V2036A,138.0,606,0.0,424,0.0,98524205,0,否,是,三星,0.0,0.0
4702,7,6,6,6,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,-1,-1,,0,6,0,,,0,0,4G,VOLTE,是,,0.0,0.0,是,0.0,0.0,434,0,苹果,A2104,95.1,434,0.0,158,0.0,9015355,0,否,否,二星,0.0,0.0
4703,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,4.06,0.0,217,0,苹果,iPhone 8 Plus A1864,17.26,217,0.0,383,0.0,79885,0,否,否,三星,0.0,0.0
4704,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,9,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,633,0,华为,ALA-AN70,90.0,633,0.0,658,0.0,11883414,0,否,否,三星,0.0,0.0
4705,6,5,6,4,1,1,2,-1,4,5,-1,7,98,地铁和高铁信号太差了,1,2,3,4,5,6,-1,,0,21,7,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,1157,0,华为,VOG-AL10,262.04,1157,0.0,737,0.0,39696155,0,否,否,金卡,0.0,0.0
4706,5,5,7,3,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,6.09,0.0,71,0,苹果,A2644,14.39,71,0.0,166,0.0,62784,0,否,否,三星,0.0,0.0
4707,1,1,1,1,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,208,0,欧珀,PEHM00,8.0,208,0.0,196,0.0,3961,0,是,否,二星,0.0,0.0
4708,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,70,0,苹果,A2104,25.0,70,0.0,51,0.0,11983593,0,否,否,三星,0.0,0.0
4709,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,91,0,苹果,A2221,39.0,91,0.0,115,0.0,5427735,0,否,否,二星,0.0,0.0
4710,10,8,10,9,1,-1,-1,-1,-1,-1,-1,-1,98,三环路上,-1,-1,-1,4,5,6,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,6879.19,是,87.0,0.0,2431,0,华为,TET-AN00,290.68,2431,0.0,2043,0.0,70433247,0,是,否,银卡,0.0,0.0
4711,10,10,9,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,4,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,114,0,小米科技,M2004J7BC,59.0,114,0.0,349,0.0,15245292,0,是,否,三星,0.0,0.0
4712,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,14,1,,,1,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,177,0,苹果,A2639,210.0,177,0.0,215,0.0,12202973,0,是,否,银卡,0.0,0.0
4713,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,4,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,232,0,小米科技,2015711,38.1,232,0.0,436,0.0,30195083,0,否,否,三星,0.0,0.0
4714,2,2,2,2,1,1,-1,-1,-1,-1,-1,-1,98,开车的时候在马路上也没声音断断续续,-1,-1,-1,4,-1,6,-1,,0,0,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,249,0,苹果,A2104,60.0,249,0.0,237,0.0,8969120,0,否,否,三星,39.88,39.76
4715,9,9,9,9,1,-1,-1,-1,-1,5,-1,7,-1,,1,-1,-1,4,-1,-1,-1,,6,0,0,389.0,6595.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,305,0,苹果,A2404,128.0,305,0.0,461,0.0,5317988,0,是,否,银卡,0.0,0.0
4716,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,6,11,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,436,0,华为,VOG-AL00,80.0,436,0.0,267,0.0,11447930,0,否,否,三星,0.0,0.0
4717,10,10,10,10,1,-1,-1,-1,4,5,-1,7,-1,,-1,2,-1,-1,-1,6,-1,,0,12,0,192.0,18240.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,9,0,联想,Lenovo L70081,69.0,9,0.0,80,0.0,81293936,0,是,是,未评级,0.0,0.0
4718,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,8,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,444,0,步步高,V1955A,30.0,444,0.0,291,0.0,18588379,0,否,是,一星,0.0,0.0
4719,6,8,8,10,1,-1,-1,-1,-1,-1,6,-1,-1,,1,2,-1,-1,-1,-1,-1,,0,11,0,360.0,9720.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,315,0,苹果,A2644,68.0,315,0.0,294,0.0,3294392,0,是,否,三星,0.0,56.73
4720,10,5,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,60,0,华为,ALP-AL00,25.0,60,0.0,72,0.0,10954582,0,否,否,三星,0.0,0.0
4721,5,5,5,5,1,1,2,-1,4,-1,-1,-1,-1,,1,2,3,4,-1,-1,-1,,0,0,4,,,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,810,0,苹果,A2644,166.6,810,0.0,509,0.0,19641696,0,是,否,金卡,114.37,164.47
4722,8,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,2,,,0,0,5G,EPSFB,是,,0.0,0.0,是,0.0,0.0,367,0,小米科技,M2012K11AC,55.35,367,0.0,295,0.0,3474930,0,是,否,三星,0.0,0.0
4723,8,8,8,8,1,-1,-1,-1,-1,-1,-1,7,-1,,1,-1,-1,-1,-1,-1,-1,,0,4,1,,,0,0,4G,VOLTE,是,,0.0,0.0,是,0.0,0.0,578,0,小米科技,M1803E1A,120.0,578,0.0,258,0.0,208136,0,否,否,三星,0.0,0.0
