用户id,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,用户描述,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,用户描述.1,脱网次数,mos质差次数,未接通掉话次数,是否投诉,性别,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否不限量套餐到达用户
2026,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,4,0,否,男,5G,否,0.0,是,0.0,0.0,161,0,欧珀,PEQM00,80.0,161,80.0,93,0.0,2261627,0,是,三星,否
2027,1,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,0,20,1,否,女,4G,否,0.0,是,0.0,0.0,407,0,苹果,A2639,66.0,407,66.0,381,0.0,13436531,0,否,三星,是
2028,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,7,11,否,男,5G,否,0.0,是,0.0,0.0,1171,0,华为,TAS-AN00,76.1,1171,76.2,1313,0.0,37971764,0,是,三星,是
2029,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,34,42,4,否,女,5G,否,0.0,是,0.0,0.0,214,0,苹果,A2644,174.2,214,127.1,398,7.03439972058968e-05,25233141,1775,是,银卡,否
2030,1,1,2,-1,-1,5,6,7,-1,,1,-1,-1,4,-1,-1,-1,,46,20,2,否,男,4G,否,0.0,是,0.0,0.0,217,0,小米科技,M1810E5A,97.4,217,112.0,150,0.0,15205138,0,否,三星,是
2031,1,1,-1,-1,-1,5,6,-1,-1,,-1,-1,3,4,5,6,-1,,9,50,3,否,男,4G,否,0.0,是,0.0,0.0,941,0,华为,LIO-TL00,51.0,941,51.0,579,0.0,92105953,0,否,二星,否
2032,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,25,4,5,否,男,4G,否,0.0,是,0.0,0.0,422,0,华为,NZA-AL00,59.0,422,80.0,11,0.00172078797880748,43184867,74312,否,一星,否
2033,1,1,2,3,4,5,6,7,98,所有,-1,-1,3,4,-1,6,98,无法看微信,10,1,8,否,男,5G,否,0.0,是,0.0,0.0,2033,0,苹果,A2404,136.3,2033,193.9,3277,0.0,31523880,0,是,二星,否
2034,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,2,0,否,女,4G,否,0.0,是,0.0,0.0,158,0,欧珀,PCAM00,35.1,158,35.0,104,0.0,21380158,0,否,三星,否
2035,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,15,1,否,男,5G,否,0.0,是,0.0,0.0,354,0,苹果,A2404,138.19,354,138.0,274,0.0,45048815,0,是,银卡,是
2036,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,8,52,1,否,男,4G,是,0.0,是,0.0,0.141552511415525,438,62,小米科技,M2001J2C,150.0,438,148.0,283,0.633038402806775,3309706,2095171,否,银卡,否
2037,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,15,0,否,男,4G,否,957.45,是,122.0,0.0,374,0,欧珀,PBAT00,157.8,374,163.4,248,0.0,160705941,0,否,二星,否
2038,1,1,2,-1,-1,-1,-1,-1,-1,,1,2,3,4,-1,6,-1,,1,1,1,否,女,4G,否,0.0,是,0.0,0.0,331,0,华为,TAS-AN00,8.0,331,38.0,303,0.0,1788447,0,否,三星,否
2039,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,-1,-1,,28,20,0,否,女,5G,否,0.0,是,0.0,0.0015015015015015,666,1,苹果,A2412,42.0,666,42.0,436,0.0,29841438,0,是,三星,是
2040,1,1,2,3,4,5,6,7,-1,,1,2,3,4,-1,6,-1,,15,17,1,是,男,4G,否,0.0,是,0.0,0.0,228,0,苹果,A2634,90.0,228,90.0,170,0.0,34334699,0,否,银卡,否
2041,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,23,0,0,否,女,4G,否,0.0,是,0.0,0.0,144,0,华为,PAR-AL00,15.0,144,15.0,120,0.0,424,0,否,三星,否
2042,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,16,2,0,否,男,5G,否,0.0,是,0.0,0.0,463,0,小米科技,M2001J2E,45.0,463,45.0,171,0.0,18492276,0,是,二星,否
2043,1,1,-1,-1,-1,-1,6,-1,-1,,1,-1,3,4,-1,6,-1,,5,11,16,否,男,5G,否,0.0,是,0.0,0.0,483,0,华为,HJC-AN90,240.1,483,110.12,548,0.0,39772943,0,是,三星,否
2044,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,13,9,5,否,男,4G,是,0.0,是,0.0,0.0,601,0,苹果,A2223,130.0,601,130.0,264,0.0,12391504,0,否,银卡,否
2045,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,54,8,0,否,男,4G,否,0.0,是,0.0,0.00495049504950495,202,1,华为,VOG-AL00,140.0,202,139.0,209,0.0314563741092305,10096046,317585,否,银卡,否
2046,1,-1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,-1,-1,6,-1,,3,0,0,否,男,5G,否,0.0,是,0.0,0.0,147,0,华为,EBG-AN00,28.0,147,28.0,142,0.0,4051521,0,是,三星,否
2047,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,5,11,1,否,女,4G,否,0.0,是,0.0,0.0,508,0,苹果,A2223,22.0,508,32.9,699,0.0,21853753,0,否,三星,否
2048,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,6,-1,,0,1,0,否,女,5G,否,0.0,是,0.0,0.0,201,0,步步高,V2130A,85.0,201,121.4,124,0.0,10958836,0,是,三星,否
2049,1,1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,12,32,7,否,男,5G,否,0.0,是,0.0,0.102325581395349,1290,132,苹果,A2639,211.45,1290,154.29,589,0.0562031044502811,64439750,3621714,是,银卡,否
2050,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,10,0,否,女,4G,否,0.0,是,0.0,0.0,177,0,华为,SEA-AL10,65.0,177,65.0,97,0.0,9342856,0,否,三星,否
2051,1,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,-1,-1,,1,23,3,否,女,4G,否,0.0,是,0.0,0.0,583,0,苹果,A2104,145.0,583,140.0,701,0.0,67141453,0,否,银卡,否
2052,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,6,2,否,男,4G,否,0.0,是,0.0,0.0,161,0,华为,HLK-AL00,51.33,161,50.0,93,0.0,18945564,0,否,三星,否
2053,1,-1,-1,-1,-1,-1,6,-1,-1,,-1,-1,-1,-1,-1,6,98,通话过程两分钟，对方就听不到我的声音了，,52,17,2,否,男,4G,否,32.39,是,8.99,0.0,210,0,小米科技,M1901F7E,67.99,210,59.0,94,0.0,42065686,0,否,二星,否
2054,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,13,1,否,男,5G,否,1037.74,是,125.22,0.0,324,0,小米科技,M2001G7AE,148.12,324,39.86,471,0.0,12632673,0,是,三星,否
2055,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,0,0,否,男,4G,否,0.0,是,0.0,0.0,387,0,华为,VOG-AL00,34.25,387,33.75,399,0.0,13167986,0,否,三星,否
2056,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,否,男,5G,否,0.0,是,0.0,0.0,400,0,华为,TAH-AN00m,168.0,400,168.2,266,0.0,12812852,0,是,金卡,否
2057,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,84,18,0,否,男,4G,否,0.0,是,0.0,0.0,176,0,小米科技,M1805E2A,30.0,176,30.15,135,0.0,6124529,0,否,三星,否
2058,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,42,13,7,否,男,5G,否,0.0,是,0.0,0.0,902,0,苹果,A2408,91.0,902,91.0,1130,0.0,24259401,0,是,三星,是
2059,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,23,20,6,否,男,5G,否,0.0,是,0.0,0.0,339,0,苹果,A2644,70.0,339,70.0,516,0.0,16007022,0,是,三星,否
2060,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,13,9,0,否,性别不详,5G,否,0.0,是,0.0,0.0,229,0,苹果,A2639,137.0,229,137.0,592,0.0,21096583,0,是,三星,是
2061,1,1,-1,3,-1,-1,-1,-1,-1,,-1,2,-1,-1,-1,6,-1,,0,14,1,否,女,4G,是,0.0,是,0.0,0.0,650,0,苹果,A2220,36.0,650,31.0,880,0.0,51849940,0,否,一星,否
2062,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,10,16,3,否,性别不详,5G,否,0.0,是,0.0,0.0,511,0,苹果,A2412,63.9,511,58.0,537,0.0,81165864,0,是,三星,是
2063,1,-1,-1,-1,-1,5,6,7,-1,,-1,-1,-1,4,-1,6,-1,,3,0,0,否,男,4G,否,0.0,是,0.0,0.0,165,0,华为,VKY-AL00,45.0,165,45.0,155,0.0,13787507,0,否,三星,否
2064,1,-1,-1,-1,4,-1,-1,-1,-1,,-1,2,3,-1,-1,-1,-1,,32,55,5,否,男,5G,否,0.0,是,0.0,0.0,482,0,步步高,V2020CA,89.09,482,132.47,2310,1.97122688086906e-05,68891106,1358,是,银卡,否
2065,1,1,2,3,4,5,-1,7,-1,,1,2,3,4,-1,6,-1,,38,6,2,否,女,4G,否,0.0,是,0.0,0.0,254,0,苹果,A2100,109.9,254,80.5,334,0.0,6202868,0,否,三星,是
2066,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,26,0,4,否,男,5G,否,0.0,是,0.0,0.0,163,0,小米科技,M2012K11AC,130.0,163,130.0,316,0.0,7396884,0,是,银卡,是
2067,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,10,0,否,男,4G,否,0.0,是,0.0,0.0,153,0,苹果,A2223,80.0,153,80.1,338,0.0,92720258,0,否,三星,是
2068,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,53,17,0,否,男,5G,否,0.0,是,0.0,0.187938288920056,713,134,realme,RMX3161,158.0,713,158.0,579,0.0880029663497396,18821786,1656373,是,金卡,否
2069,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,8,2,否,男,5G,否,0.0,是,0.0,0.0,931,0,华为,NOH-AN01,66.0,931,66.1,716,0.0,20683585,0,是,三星,是
2070,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,3,11,1,否,性别不详,4G,否,0.0,是,0.0,0.0,261,0,华为,BRQ-AN00,65.0,261,86.3,98,0.0,33786533,0,否,三星,是
2071,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,63,25,0,否,女,4G,否,0.0,是,0.0,0.0,272,0,华为,BLA-AL00,150.0,272,140.0,330,0.0,10032672,0,否,银卡,否
2072,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,16,2,0,否,女,5G,否,0.0,是,0.0,0.0,238,0,欧珀,PELM00,10.0,238,10.15,139,0.0,73487998,0,是,三星,否
2073,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,7,0,否,男,4G,否,0.0,是,0.0,0.0,220,0,华为,BLA-TL00,14.8,220,21.44,266,0.0,24020738,0,否,三星,否
2074,1,-1,2,-1,-1,5,-1,7,-1,,-1,2,-1,4,-1,6,-1,,0,3,1,否,女,4G,否,0.0,是,0.0,0.0,181,0,苹果,A2408,68.0,181,68.0,80,0.0,9309432,0,否,三星,否
2075,1,1,2,3,4,5,6,7,98,无法使用网络,-1,-1,-1,-1,-1,-1,98,无法使用网络,7,17,0,否,女,5G,否,39.69,是,10.0,0.0,270,0,苹果,A2223,19.0,270,9.0,251,0.0,142987,0,是,二星,否
2076,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,8,12,1,否,女,5G,否,0.0,是,0.0,0.0,145,0,苹果,A2644,372.0,145,388.0,63,0.0,23900637,0,是,白金卡,是
2077,1,-1,-1,-1,-1,-1,6,-1,98,高压线下,1,-1,3,4,-1,6,-1,,8,3,0,否,女,4G,否,0.0,是,0.0,0.0,161,0,小米科技,M2001G7AE,5.0,161,5.0,78,0.0,64970,0,否,二星,否
2078,1,1,2,-1,-1,5,-1,-1,-1,,1,2,-1,4,-1,6,-1,,34,17,2,否,男,5G,否,0.0,是,0.0,0.0,178,0,苹果,A2412,60.77,178,97.68,102,0.0,31431507,0,是,三星,否
2079,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,20,2,0,否,男,5G,否,0.0,是,0.0,0.0,497,0,华为,TAS-AN00,99.0,497,109.0,716,0.0,5198750,0,是,银卡,否
2080,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,64,5,否,男,4G,是,0.0,是,0.0,0.228120516499283,1394,318,小米科技,M2101K9C,100.28,1394,119.22,1551,0.197062114590911,35561564,7007837,否,三星,否
2081,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,53,36,3,否,男,5G,是,0.0,是,0.0,0.0,1154,0,小米科技,M2102J2SC,120.0,1154,120.29,1275,0.0,29244431,0,是,三星,是
2082,1,-1,2,-1,-1,5,-1,7,-1,,1,-1,3,4,-1,-1,-1,,9,4,0,否,男,5G,否,0.0,是,0.0,0.0,223,0,苹果,A2108,54.4,223,61.44,1353,0.0,10891518,0,是,三星,否
2083,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,0,17,1,否,女,4G,否,0.0,是,0.0,0.0,1039,0,华为,CDY-AN00,38.0,1039,45.0,817,0.0,360244,0,否,三星,否
2084,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,3,0,否,男,4G,否,0.0,是,0.0,0.0,175,0,小米科技,M1910F4E,49.75,175,65.0,116,0.0,5101358,0,否,二星,否
2085,1,1,2,-1,-1,-1,-1,7,-1,,1,2,3,4,-1,-1,-1,,8,8,0,否,女,5G,否,0.0,是,0.0,0.0,182,0,苹果,A2639,90.0,182,91.0,111,0.0,2960166,0,是,银卡,否
2086,1,-1,-1,-1,4,5,-1,-1,-1,,1,-1,3,-1,-1,-1,-1,,2,22,2,否,女,4G,否,0.0,是,0.0,0.0,586,0,苹果,iPhone X A1865,59.1,586,59.2,732,0.0,13169266,0,否,三星,是
2087,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,5,2,0,否,男,5G,否,0.0,是,0.0,0.0,147,0,华为,CDY-AN20,60.0,147,51.55,341,0.0,72371796,0,是,三星,否
2088,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,5,0,否,男,5G,否,0.0,是,0.0,0.0,438,0,华为,OCE-AN10,67.0,438,67.45,425,0.0,42749776,0,是,三星,是
2089,1,1,-1,-1,-1,5,6,7,-1,,1,-1,-1,4,-1,-1,-1,,13,21,5,否,男,5G,否,0.0,是,0.0,0.0,320,0,苹果,A2404,118.0,320,128.0,204,0.0,11723338,0,是,银卡,否
2090,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,-1,-1,,11,14,0,否,男,4G,否,0.0,是,0.0,0.0,157,0,苹果,A2408,68.24,157,60.64,212,0.0,4905345,0,否,三星,否
2091,1,1,2,-1,4,5,6,-1,-1,,-1,2,3,-1,-1,-1,-1,,10,3,8,否,男,5G,否,0.0,是,0.0,0.0,203,0,华为,ANA-AN00,150.0,203,150.0,98,0.0,38149981,0,是,银卡,是
2092,1,1,-1,-1,4,-1,6,-1,-1,,-1,-1,3,-1,-1,6,-1,,62,10,3,否,男,4G,否,0.0,是,0.0,0.0,569,0,苹果,A2223,116.3,569,116.0,518,0.0,4786611,0,否,银卡,否
2093,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,5,12,1,否,男,4G,否,0.0,是,0.0,0.0,254,0,苹果,A2404,51.09,254,19.0,241,0.0,32236765,0,否,三星,否
2094,1,-1,2,-1,-1,-1,-1,-1,-1,,1,2,3,4,-1,-1,-1,,9,8,0,否,男,4G,是,0.0,是,0.0,0.0,279,0,华为,LYA-AL10,58.0,279,58.0,94,0.0,5524303,0,否,三星,否
2095,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,8,22,0,否,男,4G,否,0.0,是,0.0,0.0,705,0,华为,BLA-AL00,90.0,705,90.1,136,0.0,15726446,0,否,银卡,否
2096,1,1,2,-1,-1,-1,-1,-1,-1,,1,2,-1,-1,-1,-1,-1,,3,7,2,否,女,4G,否,0.0,是,0.0,0.0,235,0,苹果,A2217,49.0,235,49.0,263,0.0,16261743,0,否,三星,否
2097,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,1,0,否,男,4G,否,0.0,是,0.0,0.0,152,0,小米科技,M2012K11AC,64.0,152,64.0,56,0.0,8585273,0,否,三星,否
2098,1,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,-1,98,上班在丰台总部基地，打电话基本靠吼，一进电梯什么信号更没有！,3,8,1,否,女,5G,否,0.0,是,0.0,0.0,203,0,苹果,A2412,45.0,203,45.0,99,0.0,10095989,0,是,三星,是
2099,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,9,12,1,否,女,4G,否,0.0,是,0.0,0.0,228,0,苹果,iPhone 8 A1863,1.68,228,8.19,124,0.0,24521190,0,否,三星,否
2100,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,4,7,0,否,性别不详,4G,否,0.0,是,0.0,0.0,192,0,苹果,A2223,34.05,192,24.51,90,0.0,62997,0,否,三星,否
2101,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,10,1,1,否,女,5G,否,0.0,是,0.0,0.0,258,0,华为,ANA-AN00,43.0,258,43.3,539,1.12568378767099e-05,13414069,151,是,三星,否
2102,1,-1,2,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,7,6,2,否,男,4G,否,0.0,是,0.0,0.0,169,0,苹果,A2104,21.0,169,42.0,188,0.0,3332517,0,否,二星,否
2103,1,1,2,-1,-1,-1,6,-1,-1,,1,-1,-1,-1,-1,6,-1,,26,27,4,否,男,5G,否,0.0,是,0.0,0.139630390143737,487,68,苹果,A2634,143.0,487,173.0,477,0.145871280259963,95265730,13896534,是,银卡,否
2104,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,10,12,2,否,男,4G,是,0.0,是,0.0,0.0,545,0,华为,LIO-AN00,128.0,545,128.0,498,0.0,27289627,0,否,银卡,否
2105,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,31,32,1,否,男,4G,否,0.0,是,0.0,0.0,427,0,华为,ASK-AL20,65.0,427,65.0,397,0.0,56074796,0,否,三星,否
2106,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,13,0,1,否,女,5G,否,0.0,是,0.0,0.0,130,0,中邮通信,Hera-BD00,12.84,130,13.37,35,0.0,16506971,0,是,二星,否
2107,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,1,2,否,男,5G,否,0.0,是,0.0,0.0,188,0,华为,NOP-AN00,157.0,188,157.0,286,0.0,120790957,0,是,银卡,否
2108,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,120,8,0,否,男,5G,否,0.0,是,0.0,0.0,201,0,苹果,A2634,118.0,201,118.0,70,0.0,16795951,0,是,银卡,否
2109,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,2,-1,-1,-1,-1,-1,,6,69,3,否,男,4G,否,0.0,是,0.0,0.0,1574,0,苹果,A2220,85.7,1574,83.9,1260,0.0,28666314,0,否,三星,是
2110,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,5,2,4,否,性别不详,5G,否,0.0,是,0.0,0.0,391,0,小米科技,M2101K9C,99.05,391,110.15,489,0.0,36999440,0,是,银卡,否
2111,1,1,-1,-1,-1,5,-1,7,-1,,-1,-1,3,4,-1,6,-1,,32,25,3,否,男,4G,否,0.0,是,0.0,0.0,341,0,华为,TAS-AL00,129.47,341,138.53,339,0.0,22003788,0,否,银卡,是
2112,1,1,2,-1,-1,5,-1,7,-1,,1,-1,3,4,-1,6,-1,,9,2,0,否,男,5G,否,7.39,是,30.0,0.0,127,0,苹果,A2644,51.52,127,65.19,84,0.0,17688668,0,是,三星,否
2113,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,5,6,-1,,18,0,0,否,女,4G,否,0.0,是,0.0,0.0,253,0,华为,VOG-AL00,46.6,253,69.0,162,0.0,3609185,0,否,三星,否
2114,1,1,-1,-1,4,-1,6,-1,-1,,1,2,-1,4,-1,6,-1,,35,88,4,否,女,5G,否,0.0,是,0.0,0.0,996,0,苹果,A2639,63.0,996,63.0,1018,0.0,5016842,0,是,三星,否
2115,1,1,2,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,4,18,1,否,男,5G,否,0.0,是,0.0,0.0,1314,0,华为,NOH-AN00,11.24,1314,11.0,32,0.0,5095580,0,是,三星,否
2116,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,3,5,7,否,男,5G,是,315.24,是,5.0,0.0,1368,0,小米科技,M2007J17C,263.8,1368,189.0,2166,0.0,117301316,0,是,银卡,否
2117,1,1,-1,-1,-1,5,-1,7,-1,,1,2,3,4,5,6,-1,,2,8,0,否,女,4G,否,0.0,是,0.0,0.0,147,0,苹果,A2223,68.0,147,58.1,22,0.0,559718,0,否,三星,否
2118,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,4,27,3,否,女,5G,是,0.0,是,0.0,0.0,646,0,苹果,A2412,66.4,646,61.6,631,0.0,11502403,0,是,三星,是
2119,1,-1,-1,-1,4,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,3,18,0,否,男,4G,否,0.0,是,0.0,0.0,404,0,万普,GM1910,64.0,404,99.0,353,0.0,4110337,0,否,三星,否
2120,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,1,0,否,男,4G,否,0.0,是,0.0,0.0,426,0,苹果,A2217,0.0,426,0.0,124,0.0,1684081,0,否,一星,否
2121,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,3,32,0,否,女,5G,是,419.58,是,27.65,0.0,365,0,苹果,A2408,58.89,365,69.77,510,0.0,31645458,0,是,三星,否
2122,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,146,0,苹果,iPhone 7 A1660,168.0,146,157.9,66,0.0,416921,0,否,银卡,否
2123,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,3,10,1,否,男,4G,是,0.0,是,0.0,0.0,162,0,万普,ONEPLUS A6010,58.0,162,58.0,181,0.0,4232439,0,否,三星,否
2124,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,0,0,否,男,5G,否,0.0,是,0.0,0.0,176,0,华为,CDL-AN50,43.97,176,44.9,229,0.0,13622807,0,是,二星,否
2125,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,12,3,否,男,4G,否,0.0,是,0.0,0.0,906,0,华为,LYA-AL00,143.0,906,143.0,418,0.0,367744,0,否,银卡,否
2126,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,6,-1,,9,10,0,否,男,4G,否,167.16,是,5.0,0.0,527,0,欧珀,PACM00,188.9,527,241.8,682,7.51132557799489e-06,77616127,583,否,金卡,否
2127,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,42,2,0,否,男,4G,否,0.0,是,0.0,0.0,141,0,华为,YAL-AL50,130.0,141,128.0,100,0.0,15552762,0,否,银卡,否
2128,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,1,58,3,否,男,4G,否,0.0,是,0.0,0.0,768,0,华为,STK-AL00,158.2,768,158.0,194,0.0,6658045,0,否,银卡,否
2129,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,49,15,11,否,性别不详,4G,否,0.0,是,0.0,0.0,347,0,苹果,iPhone X A1865,48.85,347,59.0,136,0.0,7395797,0,否,三星,否
2130,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,40,5,1,否,男,4G,否,0.0,是,0.0,0.0,254,0,华为,MHA-AL00,58.0,254,58.0,308,0.0,6551689,0,否,三星,是
2131,1,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,37,14,0,否,男,4G,否,16.05,是,3.48,0.0,340,0,苹果,iPhone 8 A1863,22.68,340,68.88,175,8.11795681174494e-06,41389725,336,否,二星,否
2132,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,7,17,6,否,性别不详,4G,否,0.0,是,0.0,0.0,234,0,苹果,iPhone 7 A1660,111.0,234,111.0,318,0.0,29688767,0,否,银卡,否
2133,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,3,-1,-1,6,-1,,86,3,0,否,男,4G,否,0.0,是,0.0,0.0,124,0,华为,TAS-AL00,70.0,124,70.0,140,0.0,21466698,0,否,三星,是
2134,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,20,0,2,否,男,5G,否,0.0,是,0.0,0.0,516,0,华为,TAS-AN00,208.0,516,208.0,681,1.26771572769932e-05,14593177,185,是,银卡,否
